Date,Time,ControlMode,RobotStatus,RobotAutoControlStage,Battery1VoltsRaw,Battery1AmpsRaw,Battery2VoltsRaw,Battery2AmpsRaw,WaterLevel,TempatureRaw,CH6,CH7,LeftDriveSign,LeftDriveMag,LeftDriveEncoder,RightDriveSign,RightDriveMag,RightDriveEncoder,Battery1Volts,Battery1Amps,Battery2Volts,Battery2Amps,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AugarOutput,ImpellerOutput,VelocityX,VelocityY,VelocityZ,RotationX,RotationY,RotationZ,Tempature_MPU,SideWall,FrontWall,Proximity,Positionx,Positiony,Positionz
2018-07-28,22-25-53.165,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.170,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.175,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.200,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.315,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.323,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.370,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.421,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.468,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.517,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.578,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.624,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,22-25-53.671,Auto,Idle,TurnToMap,3.57,2.58,1.31,6.22,0.42,0.97,NC,NC,0,0,0,0,0,0,8.05,0.16,6.22,0.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
