Date,Time,ControlMode,RobotStatus,RobotAutoControlStage,Battery1VoltsRaw,Battery1AmpsRaw,Battery2VoltsRaw,Battery2AmpsRaw,WaterLevel,TempatureRaw,CH6,CH7,LeftDriveSign,LeftDriveMag,LeftDriveEncoder,RightDriveSign,RightDriveMag,RightDriveEncoder,Battery1Volts,Battery1Amps,Battery2Volts,Battery2Amps,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AugarOutput,ImpellerOutput,VelocityX,VelocityY,VelocityZ,RotationX,RotationY,RotationZ,Tempature_MPU,SideWall,FrontWall,Proximity,Positionx,Positiony,Positionz
2018-07-25,16-15-35.385,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.403,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.413,None,Idle,None,3.58,2.55,1.5,7.12,0,0,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.424,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.433,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.441,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.455,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.462,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.492,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.557,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.562,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.567,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.665,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.746,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.819,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.832,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.847,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.871,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.883,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.931,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.947,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-35.960,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-36.001,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-36.019,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-36.040,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-36.084,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-36.098,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-36.119,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-36.127,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-36.136,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-36.176,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
2018-07-25,16-15-36.210,Auto,Idle,TurnToMap,3.58,2.55,1.5,7.12,0.45,1.22,NC,NC,0,0,0,0,0,0,12.4,0.1,7.12,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NC,null,null,null
