Date,Time,ControlMode,RobotStatus,RobotAutoControlStage,Battery1VoltsRaw,Battery1AmpsRaw,Battery2VoltsRaw,Battery2AmpsRaw,WaterLevel,TempatureRaw,CH6,CH7,LeftDriveSign,LeftDriveMag,LeftDriveEncoder,RightDriveSign,RightDriveMag,RightDriveEncoder,Battery1Volts,Battery1Amps,Battery2Volts,Battery2Amps,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AugarOutput,ImpellerOutput,VelocityX,VelocityY,VelocityZ,RotationX,RotationY,RotationZ,Tempature_MPU,SideWall,FrontWall,Proximity,Positionx,Positiony,Positionz
2018-08-04,13-24-53.926,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-08-04,13-24-53.930,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-08-04,13-24-53.934,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-08-04,13-24-53.962,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.027,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.161,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.166,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.184,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.232,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.271,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.320,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.381,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.427,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.475,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
2018-08-04,13-24-54.529,Auto,Idle,TurnToMap,3.38,2.59,0.63,2.99,0.4,1.01,NC,NC,0,0,0,0,0,0,5.2,0.18,2.99,0.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,null,0,0,0
