Date,Time,ControlMode,RobotStatus,RobotAutoControlStage,Battery1VoltsRaw,Battery1AmpsRaw,Battery2VoltsRaw,Battery2AmpsRaw,WaterLevel,TempatureRaw,CH6,CH7,LeftDriveSign,LeftDriveMag,LeftDriveEncoder,RightDriveSign,RightDriveMag,RightDriveEncoder,Battery1Volts,Battery1Amps,Battery2Volts,Battery2Amps,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AugarOutput,ImpellerOutput,VelocityX,VelocityY,VelocityZ,RotationX,RotationY,RotationZ,Tempature_MPU,SideWall,FrontWall,Proximity,Positionx,Positiony,Positionz
2018-07-28,18-43-04.948,None,Idle,None,3.67,2.56,0.68,3.23,0,0,NC,NC,0,0,0,0,0,0,9.85,0.16,3.28,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,18-43-04.967,Auto,Idle,TurnToMap,3.69,2.58,0.69,3.28,0.4,0.98,NC,NC,0,0,0,0,0,0,9.85,0.16,3.28,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,18-43-05.021,Auto,Idle,TurnToMap,3.69,2.58,0.69,3.28,0.4,0.98,NC,NC,0,0,0,0,0,0,9.85,0.16,3.28,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,18-43-05.070,Auto,Idle,TurnToMap,3.69,2.58,0.69,3.28,0.4,0.98,NC,NC,0,0,0,0,0,0,9.85,0.16,3.28,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,18-43-05.116,Auto,Idle,TurnToMap,3.69,2.58,0.69,3.28,0.4,0.98,NC,NC,0,0,0,0,0,0,9.85,0.16,3.28,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,18-43-05.166,Auto,Idle,TurnToMap,3.69,2.58,0.69,3.28,0.4,0.98,NC,NC,0,0,0,0,0,0,9.85,0.16,3.28,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,18-43-05.215,Auto,Idle,TurnToMap,3.69,2.58,0.69,3.28,0.4,0.98,NC,NC,0,0,0,0,0,0,9.85,0.16,3.28,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,18-43-05.257,Auto,Idle,TurnToMap,3.69,2.58,0.69,3.28,0.4,0.98,NC,NC,0,0,0,0,0,0,9.85,0.16,3.28,0.12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,18-43-05.321,Auto,Idle,TurnToMap,3.66,2.56,0.68,3.23,0.4,0.98,NC,NC,0,0,0,0,0,0,9.4,0.12,3.23,0.24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-28,18-43-05.366,Auto,Idle,TurnToMap,3.66,2.57,0.69,3.28,0.32,0.98,NC,NC,1,0.3,0,0,0,0,9.4,0.14,3.28,0.24,0,0,0,5,0,-4,1,1,0,0,0,5,0,-4,0,0,0,null,0,0,0
